4 1 1 1 0 0 80 4 27 14 15 10 9 0 1 0 0 0 0 0
4 1 1 1 1 715 387 10 128 86 75 40 44 0 4 0 0 0 0 0
4 1 1 1 2 686 403 6 141 106 67 38 40 0 5 0 0 0 0 0
4 1 1 1 3 663 402 12 173 74 62 48 22 5 6 0 0 0 0 0
4 1 1 1 4 332 178 3 55 45 36 21 13 0 2 3 0 0 0 0
4 1 1 1 5 805 419 3 112 101 103 44 48 0 6 2 0 0 0 0
4 1 1 1 6 571 308 9 92 61 57 38 44 2 1 4 0 0 0 0
4 1 1 1 7 611 311 11 102 67 71 26 32 0 1 1 0 0 0 0
4 1 1 1 8 590 317 6 106 70 57 27 47 2 2 0 0 0 0 0
4 1 1 1 9 786 436 11 145 95 63 59 60 0 3 0 0 0 0 0
4 1 1 1 10 732 391 3 149 73 60 72 32 0 1 1 0 0 0 0
4 1 1 1 11 485 260 1 83 57 61 36 20 0 1 0 0 0 0 1
4 1 1 1 12 656 372 7 108 81 78 38 57 0 2 1 0 0 0 0
4 1 1 1 13 570 313 10 98 80 62 34 28 0 1 0 0 0 0 0
4 1 1 1 14 539 330 8 90 72 63 56 39 1 1 0 0 0 0 0
4 1 1 1 15 774 475 5 176 113 70 59 49 0 3 0 0 0 0 0
4 1 1 1 16 515 287 9 107 49 54 40 21 0 4 1 0 0 0 2
4 1 1 1 17 737 393 6 124 92 62 56 47 0 5 1 0 0 0 0
4 1 1 1 18 562 304 5 106 62 59 33 37 0 2 0 0 0 0 0
4 1 1 1 19 0 2336 30 740 467 533 277 273 4 6 4 0 0 0 2
4a1 18 23 0 0 224 5 98 60 29 17 8 1 4 2 0 0 0 0
4 1 18 23 1 810 481 58 153 187 29 28 21 2 3 0 0 0 0 0
4 1 18 23 2 667 398 16 153 148 37 31 5 3 3 2 0 0 0 0
4 1 18 23 3 901 612 25 237 190 50 56 40 2 11 1 0 0 0 0
4 1 18 23 4 632 466 7 213 162 32 29 22 1 0 0 0 0 0 0
4 1 18 23 5 522 402 11 166 134 38 33 19 1 0 0 0 0 0 0
4 1 18 23 6 562 382 3 167 123 36 27 17 1 6 2 0 0 0 0
4 1 18 23 7 602 450 17 185 144 34 40 26 1 3 0 0 0 0 0
4 1 18 23 8 560 407 4 191 130 43 18 15 2 3 1 0 0 0 0
4 1 18 23 9 656 487 26 188 155 35 49 29 3 0 2 0 0 0 0
4 1 18 23 10 678 516 14 212 168 43 51 24 1 3 0 0 0 0 0
4 1 18 23 11 595 408 10 157 144 31 38 20 5 1 2 0 0 0 0
4 1 18 23 12 745 493 20 176 147 60 46 38 0 4 2 0 0 0 0
4 1 18 23 13 948 457 20 162 172 47 21 31 0 3 1 0 0 0 0
4 1 18 23 14 873 563 18 260 158 25 60 25 6 8 3 0 0 0 0
4 1 18 23 15 671 439 15 159 156 41 42 23 0 3 0 0 0 0 0
4 1 18 23 16 741 454 24 175 160 26 35 23 1 3 7 0 0 0 0
4 1 18 23 17 722 498 27 179 161 41 51 30 2 6 1 0 0 0 0
4 1 18 23 18 733 460 18 154 90 85 63 44 1 3 2 0 0 0 0
4 1 18 23 19 678 457 21 168 134 42 43 46 0 3 0 0 0 0 0
4 1 18 23 20 561 387 9 125 125 47 44 27 1 8 1 0 0 0 0
4 1 18 23 21 479 313 14 104 94 28 35 33 0 2 3 0 0 0 0
4 1 18 23 22 646 403 14 147 125 48 34 31 0 4 0 0 0 0 0
4 1 18 23 23 738 461 12 180 186 24 31 17 1 4 6 0 0 0 0
4 1 18 23 24 660 423 12 141 136 52 35 37 2 8 0 0 0 0 0
4 1 18 23 25 637 365 6 127 94 35 62 33 1 6 1 0 0 0 0
4 1 18 23 26 793 560 6 153 123 130 52 90 2 4 0 0 0 0 0
4 1 18 23 27 711 453 15 130 148 72 40 45 1 2 0 0 0 0 0
4 1 18 23 28 550 350 8 121 105 48 34 31 0 1 2 0 0 0 0
